category,store_name,original_price,discount_percent,price,rating,comment_count,name,sold,link
Food Staples & Cooking Essentials,THỰC PHẨM SẠCH 3 MIỀN - ĐỒ ĂN VẶT,"₫ 130,000",-48%,"₫67,853",4.5,(623),Hạnh nhân lõi đã tách vỏ sấy chín nguyên vị chất lượng đặc biệt tốt cho sức khỏe TPS,3.0K sold,https://www.lazada.vn/products/pdp-i1287611669.html
Snacks & Confectionery,PhươngMinh.Selection,"₫ 78,800",-23%,"₫60,600",,,Combo 6 Chai Nước Chanh Dây TingCo 500ml,,https://www.lazada.vn/products/pdp-i3094621629.html
Snacks & Confectionery,PhươngMinh.Selection,"₫ 36,600",-29%,"₫26,000",5,(129),"Bánh gạo cuộn Want Want 170g Phô mai, Trứng muối, Rong biển, Bắp ngọt",1.0K sold,https://www.lazada.vn/products/pdp-i3118728066.html
Food Staples & Cooking Essentials,Đặc Sản Lạng Sơn 1611284642,"₫ 8,000",-28%,"₫5,800",5,(12),"[Lẻ] Củ Cải Ăn Liền, Xào, Ăn Kết Hợp Cháo, Hàng Chuẩn, Siêu Ngon Gói 70g (Cay Nhẹ), Date Mới",243 sold,https://www.lazada.vn/products/pdp-i1902590616.html
Snacks & Confectionery,ChengMei food.Selection,"₫ 45,500",-29%,"₫32,500",4.8,(562),100g Kẹo ô mai vỏ quýt siêu ngon,1.8K sold,https://www.lazada.vn/products/pdp-i2715287409.html
Snacks & Confectionery,PhươngMinh.Selection,"₫ 28,700",-29%,"₫20,500",,Reviews,"Bánh Quế Cosy Vị Kem SôCôLa 117,6gr",,https://www.lazada.vn/products/pdp-i3042007791.html
Food Staples & Cooking Essentials,SIÊU_THỊ_ĐỒ_KHÔ_VŨNG TÀU.Selection,"₫ 74,000",-23%,"₫56,900",4.8,(69),[HCM]200G KHÔ CÁ CHỈ VÀNG Loại 1 Ngon Đặc Biệt - Dày mình dẻo ngọt thơm[ GIAO HÀNG NHANH 4h HCM],605 sold,https://www.lazada.vn/products/pdp-i2653161943.html
Snacks & Confectionery,duongngoctam7070,"₫ 96,000",-32%,"₫65,000",4.8,(38),Kẹo Dừa Sáp Cafe Muối Dẻo Cực Ngon 500G,135 sold,https://www.lazada.vn/products/pdp-i1051922353.html
Snacks & Confectionery,SHOP HAIMY,"₫ 148,700",-33%,"₫57,187",4.9,(167),Hugely ear cookies-1kg-delicious snack ear cookies-burnt-snacks,386 sold,https://www.lazada.vn/products/pdp-i2425864953.html
Food Staples & Cooking Essentials,Denfood,"₫ 103,000",-47%,"₫55,000",5,(14),"Ớt Chưng Hồ Nam Chú Bé, Ớt Chưng Dầu Chuẩn Vị Trυng - Ăn Vặt Denfood",59 sold,https://www.lazada.vn/products/pdp-i2724336286.html
Food Staples & Cooking Essentials,Viettin Mart 1593072786,"₫ 103,500",-46%,"₫55,800",4.9,(2576),Mít Sấy Hàng Vỡ VietTin Mart 500g,10.5K sold,https://www.lazada.vn/products/pdp-i1287936251.html
Food Staples & Cooking Essentials,TRUNGTHAOSHOP,"₫ 43,000",-39%,"₫26,433",4.9,(21),Đào Tươi Ngâm Nước Đường Hạ Long CANfresh 820g - date 2027,91 sold,https://www.lazada.vn/products/pdp-i3126590640.html
Snacks & Confectionery,Ăn vặt store TD,,,"₫59,000",4.2,(19),500gr bột cacao nguyên chất,155 sold,https://www.lazada.vn/products/pdp-i520044357.html
Pet Food,MarketPetshop,"₫ 50,400",-47%,"₫26,800",4.9,(28),"PHI LÊ GÀ SẤY KHÔ CHO CHÓ GÓI 100G-150G, BÁNH THƯỞNG CAO CẤP CHO CHÓ",105 sold,https://www.lazada.vn/products/pdp-i2622071660.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 42,900",-23%,"₫33,000",4.9,(511),[HCM]Bắp xốc mắm ăn là nghiện lon pet 350g sang trọng hợp vệ sinh món quà ăn vặt tuyệt vời mỗi ngày Susuto Shop,2.6K sold,https://www.lazada.vn/products/pdp-i2631431143.html
Outdoor Sports & Activities Equipment,GPQU,"₫ 24,500",-33%,"₫16,300",5,(3466),"Chén Inox Tròn Có Quai – Đựng Cơm, Rượu, Nước Sốt, Đồ Ăn Gia Đình",10.0K sold,https://www.lazada.vn/products/pdp-i2539415093.html
Kitchenware,ddddVN.Selection,"₫ 31,800",-53%,"₫14,900",5,(8546),Túi Carton ăn trưa túi chất lượng cao Tas Lunch Box Character giá rẻ,28.0K sold,https://www.lazada.vn/products/pdp-i2486562336.html
Tableware,TnkIWG.Selection,"₫ 30,700",-64%,"₫11,100",4.9,(797),"Cốc Nhựa 700ml Có Ống Hút Bộ Lọc Tách Nước Cái – Cốc Đôi Cầm Tay Chống Rơi, Dùng Được Cho Đồ Uống Khô & Ướt",3.0K sold,https://www.lazada.vn/products/pdp-i2537722843.html
Kitchenware,uLI1ug.Selection,"₫ 25,200",-37%,"₫15,700",5,(4365),"[1 Túi] Túi Giữ Nhiệt Đựng Hộp Cơm Trưa – Họa Tiết Hoạt Hình Dễ Thương | Túi Giữ Nhiệt Văn Phòng, Đi Học, Đi Làm, Picnic",14.0K sold,https://www.lazada.vn/products/pdp-i2537722265.html
Tableware,rAr8jD.Selection,"₫ 40,600",-29%,"₫29,000",5,(7452),"Bộ 5 Bát Lúa Mì Đa Năng – Bát Ăn Lò Vi Sóng 17cm, Chống Nóng, Đầy Màu Sắc, Dùng Cho Gia Đình & Trái Cây",20.7K sold,https://www.lazada.vn/products/pdp-i2501671092.html
Tableware,KRcOX8.Selection,"₫ 55,000",-42%,"₫18,900",5,(308),"Bộ 5 Đĩa Tròn 20cm Chất Liệu Bột Mì – Đĩa Ăn Không Vỡ, Thân Thiện Môi Trường – Dùng Cho Pasta, Bít Tết, Món Tráng Miệng",958 sold,https://www.lazada.vn/products/pdp-i2537395348.html
Food Staples & Cooking Essentials,BÁNH TRÁNG NHƯ NGỌC,"₫ 98,000",-20%,"₫55,000",4.9,(3820),Bánh tráng phơi sương - COMBO DÙNG THỬ SIÊU RẺ - Đồ ăn vặt NHƯ NGỌC (500g) GỒM 200G BÁNH TRÁNG + 100G BƠ BÉO SIÊU NGON + 100G TÔM HÀNH PHI LOẠI 1 + 100G SỐT ME (TẶNG 1 BỊCH MUỐI NHUYỄN) QUÁ NGON - QUÁ RẺ LUÔN NÈ,14.2K sold,https://www.lazada.vn/products/pdp-i2211429012.html
Snacks & Confectionery,Anvy Foods 01,"₫ 110,000",-24%,"₫51,480",4.9,(1686),"Xoài Sấy Dẻo Muối Ớt 500gr, Hàng Đặc Biệt Dẻo Thơm, Ăn Vặt AnVyFoods",6.2K sold,https://www.lazada.vn/products/pdp-i2358330197.html
Food Staples & Cooking Essentials,Foody.Taiwan,,,"₫5,990",4.7,(934),Tổng Hợp Đồ Ăn Vặt Nội Địa Trung - Các Món Cay Siêu Ngon - Foody.Taiwan,41.7K sold,https://www.lazada.vn/products/pdp-i1473713990.html
Snacks & Confectionery,Đồ Ăn Vặt Sỉ Lẻ,"₫ 167,000",-46%,"₫32,000",5,(10),[ Hàng mới ] Combo 500g Socola Dubai nhân sợi/ sô cô la hạt dẻ cười/ Hạt phỉ/ sữa dừa Dubai thơm ngon cực đã,47 sold,https://www.lazada.vn/products/pdp-i2996967952.html
Snacks & Confectionery,ShopNgocHan88,"₫ 10,300",-3%,"₫10,000",5,(177),Bim Bim Khoai Tây/ Bim Bim Lays Đủ Vị 54gr - DATE MỚI,1.1K sold,https://www.lazada.vn/products/pdp-i2521520161.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food.Selection,"₫ 64,400",-23%,"₫49,500",4.7,(10),CHÀ LÀ SẤY KHÔ TÂN LỘC PHÁT FOOD | HŨ 500G,33 sold,https://www.lazada.vn/products/pdp-i2864542992.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 123,500",-23%,"₫56,100",5,(18),Hạt Điều Lụa Rang Muối Tân Lộc Phát Hũ 500g,48 sold,https://www.lazada.vn/products/pdp-i2939470170.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 39,500",-29%,"₫28,200",,Reviews,ĐẬU PHỘNG CỐT DỪA TÂN LỘC PHÁT - BỊCH 250G,139 sold,https://www.lazada.vn/products/pdp-i3113682208.html
Food Staples & Cooking Essentials,TPS NICE.Selection,"₫ 32,000",-29%,"₫22,800",4.2,(7),Combo Bịch 3 Miếng Cơm Cháy Mỡ Hành Giòn Cay,113 sold,https://www.lazada.vn/products/pdp-i2995360167.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 64,400",-23%,"₫49,500",4.9,(144),"Đậu phộng rang tỏi ớt Let's Nuts hộp 500g giòn, ngon dùng làm snack ăn vặt, món khai vị",440 sold,https://www.lazada.vn/products/pdp-i2689205263.html
Food Staples & Cooking Essentials,pdgroup.Selection,"₫ 62,800",-23%,"₫48,300",5,(21),Combo 4 gói mì Đệ Nhất thịt bằm Acecook gói 83gr,49 sold,https://www.lazada.vn/products/pdp-i2728542241.html
Snacks & Confectionery,pdgroup.Selection,"₫ 41,300",-29%,"₫29,500",4.9,(65),Bánh gạo Nhật ICHI vị Shouyu Mật Ong gói 100gr,251 sold,https://www.lazada.vn/products/pdp-i2674708058.html
Food Staples & Cooking Essentials,TPS NICE.Selection,"₫ 53,300",-23%,"₫41,000",5,(2),"CHÀ BÔNG GÀ LOẠI CAO CẤP SKFOOD – HŨ 150G – NGON TỪ ỨC GÀ, SỢI TƠ MỀM, DỄ ĂN - SK FOOD",65 sold,https://www.lazada.vn/products/pdp-i3105702822.html
Snacks & Confectionery,PhươngMinh.Selection,"₫ 35,000",-29%,"₫25,000",5,(4),Bánh gạo Want Want rong biển vị cá ngừ Bonito 118gr,17 sold,https://www.lazada.vn/products/pdp-i3118805002.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 67,500",-23%,"₫20,400",5,(13),Đậu Phộng Cốt Dừa Tỏi Ớt Tân Lộc Phát Hũ 500g,137 sold,https://www.lazada.vn/products/pdp-i2939582409.html
Food Staples & Cooking Essentials,SIÊU_THỊ_ĐỒ_KHÔ_VŨNG TÀU.Selection,"₫ 72,700",-23%,"₫55,900",4.9,(325),"[HCM] 1kg THANH GẠO LỨC GIẢM CÂN, HEALTHY, ĂN KIÊNG MIX HẠT NGŨ CỐC TỐT CHO SỨC KHỎE",1.3K sold,https://www.lazada.vn/products/pdp-i2618902342.html
Food Staples & Cooking Essentials,Cao Bồi Food.Selection,"₫ 108,500",-23%,"₫30,100",5,(36),"Xoài Sấy Dẻo Muối Ớt Cao Bồi Food | Sấy Thăng Hoa | Xoài sạch, Không sơ, Miếng to dày",142 sold,https://www.lazada.vn/products/pdp-i2751295417.html
Snacks & Confectionery,pdgroup.Selection,"₫ 40,500",-29%,"₫28,900",4.7,(167),Bánh quy Marie Cosy gói 136gr vị sữa dừa,482 sold,https://www.lazada.vn/products/pdp-i2674632427.html
Food Staples & Cooking Essentials,TPS NICE.Selection,"₫ 89,700",-23%,"₫69,000",4.9,(14),Xoài Sấy Dẻo Chua Ngọt Đặc Sản Đà Lạt Hiệu SKFOOD 500g,164 sold,https://www.lazada.vn/products/pdp-i3105861242.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 53,300",-23%,"₫41,000",4.9,(870),"Đậu phộng da cá cốt dừa Let's Nuts hộp 500g giòn, thơm đồ ăn vặt ngon mỗi ngày, phù hợp hội họp bạn bè, làm món khai vị bàn tiệc",3.0K sold,https://www.lazada.vn/products/pdp-i2616452695.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food.Selection,"₫ 38,700",-29%,"₫27,600",4.8,(95),MÍT SẤY DẺO NGUYÊN CHẤT TÂN LỘC PHÁT | Gói 100G | Đồ ăn vặt yêu thích,521 sold,https://www.lazada.vn/products/pdp-i2686644742.html
Food Staples & Cooking Essentials,pdgroup.Selection,"₫ 73,900",-23%,"₫56,800",5,(12),Túi 100gr rau tiến vua khô loại ngon,58 sold,https://www.lazada.vn/products/pdp-i2619726008.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 39,500",-29%,"₫28,200",,Reviews,ĐẬU PHỘNG CỐT DỪA TÂN LỘC PHÁT - HŨ 250G,,https://www.lazada.vn/products/pdp-i3113721054.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 70,200",-23%,"₫54,000",5,(7),Bánh Trứng Hạnh Nhân Nguyên Hạt 1 Gói 300g 26 Cái Thơm Vị Bơ Bánh Giòn Rụm,80 sold,https://www.lazada.vn/products/pdp-i3110905405.html
Food Staples & Cooking Essentials,TT MART 99,,,"₫49,000",5,(2),THÙNG 6 HỘP MIẾN CHUA CAY TRÙNG KHÁNH ăn vặt shop haimy 01,6 sold,https://www.lazada.vn/products/pdp-i3114356749.html
Snacks & Confectionery,Shopp Bích Ngọc,"₫ 65,000",-43%,"₫21,000",4.8,(77),"Socola đen đắng nguyên chất không đường 100%, Chocolate ăn kiêng thanh gói lẻ - hộp 120 gram YIKANONG",424 sold,https://www.lazada.vn/products/pdp-i2515607426.html
Food Staples & Cooking Essentials,CNF ChineseFood,"₫ 18,000",-34%,"₫11,800",4.8,(470),Que cay DongDong tẩm vị ăn liền 70g,5.4K sold,https://www.lazada.vn/products/pdp-i1966836377.html
Snacks & Confectionery,Jinshu Shop,"₫ 27,500",-7%,"₫25,500",4.9,(62),Combo 2 bịch (mỗi bịch 130gram ) kẹo mềm sữa bò X.O - khoảng 50 viên 1 bịch- Date mới 12 tháng. Có lựa chọn số lượng lẻ khi thanh toán.,332 sold,https://www.lazada.vn/products/pdp-i2019940893.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 50,000",-23%,"₫38,400",4.9,(2731),"Đậu hà lan cháy tỏi ớt Let's Nuts giòn rụm, thơm hộp 450g sang trọng hợp vệ sinh, món snack ăn vặt không thể thiếu cho hội họp, bạn bè",8.4K sold,https://www.lazada.vn/products/pdp-i2514925246.html
Snacks & Confectionery,Phukiensaleoff.Selection,"₫ 70,600",-23%,"₫54,300",4.5,(31),5 BỊCH BÁNH TRÁNG TRỘN THẬP CẨM KÈM NƯỚC SỐT FULL TOPING (5 bịch),375 sold,https://www.lazada.vn/products/pdp-i2651862321.html
Food Staples & Cooking Essentials,FRUIT OCEAN.Selection,"₫ 34,900",-46%,"₫18,800",5,(5601),VỎ QUÝTSẤY 100g túi chua ngọt trần da khô cam da ăn liền ngâm nước cam da hoài cổ kẹo snack,18.4K sold,https://www.lazada.vn/products/pdp-i2466923533.html
Food Staples & Cooking Essentials,pdgroup.Selection,"₫ 52,300",-29%,"₫37,300",5,(133),[Mới] Combo 4 gói mì hảo hảo BIG 100gr Tôm chua cay Acecook,389 sold,https://www.lazada.vn/products/pdp-i2663420512.html
Snacks & Confectionery,FRUIT OCEAN.Selection,"₫ 26,600",-29%,"₫19,000",5,(9),Mận Sấy Cherry Việt Quất Fruit Ocean 50g,50 sold,https://www.lazada.vn/products/pdp-i3080425720.html
Food Staples & Cooking Essentials,BACH HOA NHA VEO,"₫ 17,000",-18%,"₫67,000",5,(1),"Củ Cải Giòn Tứ Xuyên, Củ Cải Muối Trung Quốc Siêu Ngon – Túi 70g & 80g – Hàng Chuẩn",,https://www.lazada.vn/products/pdp-i2306075441.html
Snacks & Confectionery,Đồ Ăn Vặt Sỉ Lẻ,"₫ 195,000",-50%,"₫50,000",4.6,(126),[ Tốt cho sức khỏe ] Combo 2 hộp Kẹo Socola đen không đường/ Kẹo socola đen Nguyên chất ăn vặt ngon không lo mập hộp 120g,589 sold,https://www.lazada.vn/products/pdp-i2511779304.html
Snacks & Confectionery,ĐỒ DÙNG THÔNG MINH123,"₫ 54,000",-41%,"₫22,000",4.7,(15),"[✅ NHIỀU LOẠI ✅] CAY MIẾNG SƯỜN DÊ HẰNG ĐẠI BỊCH 60 GÓI , ĐỒ ĂN VẶT TUỔI THƠ CÁC LOẠI",106 sold,https://www.lazada.vn/products/pdp-i1972150244.html
Snacks & Confectionery,Kẹo Dẻo Đức - Ăn Vặt Panda Pẻn,"₫ 145,000",-14%,"₫105,000",5,(49),"Kẹo Dẻo Đức Ăn Vặt Panda Pẻn 44 Mẫu, Buffet Kẹo Dẻo Hương Trái Cây Tự Nhiên Không Chất Bảo Quản, Không Chảy Nước",217 sold,https://www.lazada.vn/products/pdp-i2640619119.html
Snacks & Confectionery,ĂN VẶT THỊ BỐNG,"₫ 90,000",-50%,"₫45,000",4.7,(9),Combo 20 Món Ăn Vặt Mix Nhiều Vị,23 sold,https://www.lazada.vn/products/pdp-i2168625703.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 51,800",-23%,"₫39,800",4.9,(301),"Rong biển cháy tỏi Let's Nuts hộp 150g, snack ăn vặt healthy cực ngon",1.5K sold,https://www.lazada.vn/products/pdp-i2616473544.html
Snacks & Confectionery,HOANG NHI FOODD,"₫ 64,100",-46%,"₫34,500",4.7,(470),bánh tráng rong biển cháy tỏi tây ninh 500g,2.1K sold,https://www.lazada.vn/products/pdp-i2004016289.html
Snacks & Confectionery,BeeGin,"₫ 130,000",-33%,"₫87,492",4.9,(92),Thùng 1kg Bánh Mochi Tròn Đài Loan Mix 4 Vị Hai Cô Gái B40KG - Ăn vặt BeeGin,287 sold,https://www.lazada.vn/products/pdp-i2052887432.html
Snacks & Confectionery,Shop Thảo Dược Hạnh Nguyên,"₫ 75,000",-20%,"₫60,000",5,(3),"Kẹo gừng táo đỏ 1kg, bánh gừng táo đỏ đường nâu cay, thơm, dẻo, ít đường, phủ dừa non, ăn vặt",9 sold,https://www.lazada.vn/products/pdp-i2979178624.html
Snacks & Confectionery,Ăn vặt store TD,,,"₫39,000",5,(28),500gr kẹo chip chip tuổi thơ,97 sold,https://www.lazada.vn/products/pdp-i2675562251.html
Snacks & Confectionery,Anvy Foods 01,"₫ 55,000",-17%,"₫45,553",4.9,(171),500gr Nho Vàng Ngọt Sấy Khô - Nho Ấn Độ Trái Dài -Ngọt Thanh Chua Nhẹ,755 sold,https://www.lazada.vn/products/pdp-i2358277689.html
Snacks & Confectionery,Bách Hóa Cổ Đông N01,"₫ 40,000",-45%,"₫22,000",5,(4),"500G Kẹo Bông Gòn Marshmallow, Kẹo Xốp Bông Sữa MIX Vị , Kẹo Marshmallow Thái Lan Ngọt Ngào",12 sold,https://www.lazada.vn/products/pdp-i2890478003.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 30,300",-29%,"₫21,600",,Reviews,ĐẬU PHỘNG CỐT DỪA TỎI ỚT TÂN LỘC PHÁT - BỊCH 100G,,https://www.lazada.vn/products/pdp-i3113453466.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 45,500",-29%,"₫20,400",4.8,(53),Đậu Phộng Rang Tỏi Ớt Tân Lộc Phát Hũ 500g,116 sold,https://www.lazada.vn/products/pdp-i2939522705.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 42,200",-29%,"₫30,100",4.8,(106),"Chuối sấy mè gừng Let's Nuts hộp 250g đặc sản Đà Lạt, đồ ăn vặt xịn xò mỗi ngày",565 sold,https://www.lazada.vn/products/pdp-i2683379471.html
Snacks & Confectionery,Phukiensaleoff.Selection,"₫ 69,100",-23%,"₫53,100",5,(65),10 bịch Bánh tráng xike muối tỏiMón ăn vặt gây nghiện,2.3K sold,https://www.lazada.vn/products/pdp-i2651814595.html
Food Staples & Cooking Essentials,Paco Food,"₫ 100,000",-41%,"₫59,000",4.6,(8),[M3 KÈM HỦ RUỐC TO] combo bánh tráng phơi sương bơ phô mai m3 paco food đầy đủ topping bánh tráng 150g tốp mỡ sôt và bơ,30 sold,https://www.lazada.vn/products/pdp-i2909340079.html
Snacks & Confectionery,Tân Lộc Phát Food.Selection,"₫ 28,600",-29%,"₫20,400",,Reviews,ĐẬU PHỘNG TỎI ỚT TÂN LỘC PHÁT - BỊCH 90G,,https://www.lazada.vn/products/pdp-i3113454424.html
Snacks & Confectionery,Phukiensaleoff.Selection,"₫ 61,100",-23%,"₫47,000",4.8,(76),300g xí muội đào,329 sold,https://www.lazada.vn/products/pdp-i2651929053.html
Food Staples & Cooking Essentials,Tân Lộc Phát Food.Selection,"₫ 38,700",-29%,"₫27,600",,Reviews,KHÔ BÒ XÉ SỢI TÂN LỘC PHÁT - BỊCH 100G,,https://www.lazada.vn/products/pdp-i3113415764.html
Snacks & Confectionery,Đồ Ăn Vặt Sỉ Lẻ,"₫ 140,000",-50%,"₫70,000",4.6,(62),[ Cực ngon - Cực mềm ] Combo 1000g kẹo bông sữa trắng  Marshmallow,323 sold,https://www.lazada.vn/products/pdp-i1269450135.html
Snacks & Confectionery,Tiệm của Mỡ,"₫ 90,000",-50%,"₫45,000",4.7,(6),"Kẹo Dẻo Chip  500g Kẹo làm từ Genlatine hữu cơ, hương trái cây tự nhiên, đậm vị ngon nhà làm. Kẹo chip chip đủ hình, đủ vị mà viên nào cũng ngon không tả nổi.",27 sold,https://www.lazada.vn/products/pdp-i2114418727.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 57,200",-23%,"₫44,000",4.8,(4),Trái cây sấy thập cẩm Let's Nuts hàng tuyển hộp 250g sang trọng hợp vệ sinh món ăn vặt tuyệt vời,10 sold,https://www.lazada.vn/products/pdp-i3036048755.html
Food Staples & Cooking Essentials,Paco Food,"₫ 130,000",-32%,"₫45,000",4.8,(1160),Combo bơ phô mai PACO FOOD kèm bánh tráng phơi sương muối ruốc hành phi cùng tuýp bơ siêu béo sốt tắc tốp mỡ mắm tỏi độc quyền nhà Paco Food,5.2K sold,https://www.lazada.vn/products/pdp-i2025952847.html
Food Staples & Cooking Essentials,pdgroup.Selection,"₫ 33,600",-29%,"₫24,000",4.9,(56),"Túi 200gr củ cải muối nguyên liệu nấu ăn, món nước lèo, chiên xào phong cách người Hoa",161 sold,https://www.lazada.vn/products/pdp-i2619671514.html
Snacks & Confectionery,Jinshu Shop,"₫ 30,500",-13%,"₫26,505",4.7,(22),Túi 700gr (khoảng 46 viên) thạch rau câu trái cây jojo. Date mới 12 tháng.,97 sold,https://www.lazada.vn/products/pdp-i2592358541.html
Snacks & Confectionery,pdgroup.Selection,"₫ 49,700",-29%,"₫35,500",4.9,(43),One One bánh gạo mặn vị bò tôm nướng và bánh ngọt gói 150gr,146 sold,https://www.lazada.vn/products/pdp-i2723025406.html
Snacks & Confectionery,Cao Bồi Food.Selection,"₫ 61,100",-23%,"₫47,000",,,TÁO ĐỎ TÂN CƯƠNG BỊCH 500G | SHOP CAO BỒI FOOD,41 sold,https://www.lazada.vn/products/pdp-i2885158795.html
Food Staples & Cooking Essentials,TPS NICE.Selection,"₫ 50,600",-29%,"₫36,100",5,(12),[HCM]100G RONG BIỂN CHÁY TỎI LOẠI 1 THƠM NGON BỔ DƯỠNG - THỰC PHẨM SẠCH,115 sold,https://www.lazada.vn/products/pdp-i2710714233.html
Food Staples & Cooking Essentials,BON SHOP 2017ST,,,"₫2,500",,,[Siêu rẻ] Tổng hợp đồ ăn vặt cay siêu ngon,,https://www.lazada.vn/products/pdp-i3094281458.html
Snacks & Confectionery,TLfood hop,"₫ 150,000",-34%,"₫99,000",5,(7),Bánh Trung Thu mochi Khoai môn trứng muối 500gr,24 sold,https://www.lazada.vn/products/pdp-i2756709799.html
Food Staples & Cooking Essentials,Bách Hóa Cổ Đông N01,"₫ 150,000",-47%,"₫59,000",5,(1331),DẦU ĐẬU NÀNH SIMPLY - SIMPLY GẠO LỨT- MEIZAN - CÁI LÂN CHAI 1L HÀNG CHUẨN,5.3K sold,https://www.lazada.vn/products/pdp-i2331933662.html
Snacks & Confectionery,SuSuTo Shop.Selection,"₫ 50,600",-29%,"₫36,100",5,(25),"Bánh quy bơ vị mặn hình tròn đồng tiền Let's Nuts hộp 250g đồ ăn vặt tuổi thơ, giòn tan thú vị phù hợp mọi lứa tuổi",567 sold,https://www.lazada.vn/products/pdp-i3040125598.html
