category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link,
Điện,ĐIỆN TỬ HỒNG UYÊN,98.000 ₫,-24%,74480,-2,4.5,Đồng hồ vạn năng Điện tử kỹ thuật số màn hình LCD XL830L độ chính xác cao (Bán kèm pin 9v) - Điện tử hồng uyên,5 Đã bán,https://www.lazada.vn/products/pdp-i2797897710.html,
Thiết bị y tế,OOKAS Đồ gia dụng nhỏ,176.098 ₫,-29%,125029,-9,5,OOKAS Trang chủ Kích thước lớn LED HD Hiển thị Quy mô điện tử,39 Đã bán,https://www.lazada.vn/products/pdp-i2578443485.html,
Trang trí nhà cửa,Thiết Bị Số 686,,,,-7,4.1,"Đồng Hồ Báo Thức Điện Tử Để Bàn Màn Hình LCD Đa Chức Năng: Thời Gian, Lịch, Báo Thức, Nhiệt Độ -dc2998",42 Đã bán,https://www.lazada.vn/products/pdp-i1361631966.html,
Điện,GlobalTreasure1,173.000 ₫,-38%,107260,,,Điện áp & hiện tại máy đo tần số màn hình hiển thị kỹ thuật số 50-500V 1-120a cài đặt nhanh,,https://www.lazada.vn/products/pdp-i3086254684.html,
Điện,Ba3Van,182.000 ₫,-24%,138320,-4,5,Đồng Hồ Đo Điện Vạn Năng Kỹ Thuật Số Tự Động Hiển Thị Và Lưu Chuyên Nghiệp Kiểm Tra Điện Áp AC/DC,7 Đã bán,https://www.lazada.vn/products/pdp-i3083752404.html,
Dụng cụ đo lường,Điện máy thành hưng,,,,-1,5,Đồng hồ đo điện vạn năng kỹ thuật số ZOYI VC921 - Hàng chuẩn,,https://www.lazada.vn/products/pdp-i2319982443.html,
Phụ kiện điện thoại & máy tính bảng,Smart Tech Mall,560.000 ₫,-57%,240800,-206,4.9,"Sạc Dự Phòng Không Dây 10000mAh, Pin Dự Phòng Tích Hợp 2 Dây Sạc, Sạc Nhanh An Toàn Không Nóng Máy, Pin Lithium Dùng Cho IP Và Androi, Đèn LED Thông Báo Tình Trạng Pin, Màu Sắc Đa Dạng. Bảo Hành 12 Tháng, Lỗi Đổi Mới.",415 Đã bán,https://www.lazada.vn/products/pdp-i2945514407.html,
Điện,Gia Dụng PINGS,62.000 ₫,-21%,48980,-27,4.8,Ổ Cắm Điện Đa Năng Chữ T Siêu Tiện Dụng (4 Chấu + 2 Cổng USB) - Ổ Điện Tiện Lợi Kết Hợp Đèn Ngủ,179 Đã bán,https://www.lazada.vn/products/pdp-i2188067563.html,
Điện,AONISU,179.000 ₫,-31%,123510,-540,4.9,"Ổ Cắm Điện Thông Minh 5 Phích , 3 Cổng Sạc USB , Dây Dài 5 Mét - Ổ Điện Đa Năng Có Công Tắc , Ổ Điện Thông Minh , Phích Cắm Điện Chống Giật , Phích Cắm Đa Năng",1.9K Đã bán,https://www.lazada.vn/products/pdp-i886830366.html,
Dụng cụ điện & phụ kiện,HANDPHONEVN,,,,-1,5,Nhiệt Kế Điện Tử Đo Nhiệt Độ Hiển Thị Số LCD Dây Đầu Dò Nhiệt Độ Dây Dò Dài 2m,,https://www.lazada.vn/products/pdp-i2347393821.html,
Điện,Đồ Chơi Sáng Tạo - DIY,70.000 ₫,-20%,56000,-51,4.8,Đồng hồ vạn năng đo điện A830L và DT-830B,234 Đã bán,https://www.lazada.vn/products/pdp-i1968125827.html,
Điện,XUKO Shop.,,,,-30,5,"Công tơ điện tử đa năng hiển thị 1 thông số và 4 thông số 80A LW đo công suất, điện áp, cường độ dòng điện",145 Đã bán,https://www.lazada.vn/products/pdp-i1762828678.html,
Phụ kiện điện thoại & máy tính bảng,ProTool Hub,80.000 ₫,-43%,45600,-14,4.1,"Đèn Led Sefie Mini Cầm Tay 3 Chế Độ Sáng, Phụ Kiện Trợ Sáng Chụp Ảnh, Quay Video Chuyên Nghiệp",58 Đã bán,https://www.lazada.vn/products/pdp-i3051963642.html,
Điện,Phụ Kiện Điện Thoại Lâm Music,54.075 ₫,-11%,48126,-4,5,Chia Ổ Điện Kiêm Đèn Ngủ Có 2 Usb Sạc Điện Thoại. Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB - Bộ Chia Ổ Điện 2 Cổng,25 Đã bán,https://www.lazada.vn/products/pdp-i2765933878.html,
Dụng cụ cầm tay & phụ kiện,Vinetteam Store,159.000 ₫,-44%,89040,,,"Đồng hồ vạn năng DT9205A đồng hồ đo điện thông minh màn hình kĩ thuật số, độ chính xác cao - dc5266",,https://www.lazada.vn/products/pdp-i2613856196.html,
Điện,G01 Phụ Kiện Thông Minh,84.915 ₫,-27%,61987,-4,5,Ổ cắm điện đa năng nhiều Cổng sạc USB 2 Cáp USB 3 Và 5M Dây Cáp Dày Chất Lượng Cao,20 Đã bán,https://www.lazada.vn/products/pdp-i2664809678.html,
Điện,Linh Kiện Điện Tử 3MS Tân Phú,143.000 ₫,-11%,127270,-731,4.9,Đồng Hồ Vạn Năng BEST 9205M,2.0K Đã bán,https://www.lazada.vn/products/pdp-i249175428.html,
Xe hơi,flyingskystore,184.100 ₫,-39%,112301,-56,4.9,Đồng Hồ Vạn Năng DT9205A Đồng Hồ Vạn Năng Thông Minh Màn Hình Kỹ Thuật Số Độ Chính Xác Cao Dụng Cụ Kiểm Tra Bảo Trì Thợ Điện,157 Đã bán,https://www.lazada.vn/products/pdp-i2038736366.html,
Điện,Khánh Ngọc Store,60.000 ₫,-8%,55200,-15,5,Ổ Điện Thông Minh Chữ T Kèm Đèn Ngủ Và Sạc USB Tiện Dụng,5.7K Đã bán,https://www.lazada.vn/products/pdp-i2487771268.html,
Điện,ZOYI Tools,,,,-1,5,"Đồng Hồ Vạn Năng Zoyi ZT-100 Đo Điện Kỹ Thuật Số Thiết Kế Nhỏ Gọn, Màn Hình Hiển Thị Lớn, Dễ Đọc",,https://www.lazada.vn/products/pdp-i2846106634.html,
Điện,ForesightOfficialStore,216.600 ₫,-40%,129960,-45,4.9,Đồng hồ đo công suất điện 220V có nút độ chính xác cao màn hình hiển thị LCD P U I Kwh bộ công tơ điện tử,117 Đã bán,https://www.lazada.vn/products/pdp-i2406089583.html,
Điện,orientation,240.000 ₫,-25%,180000,-7,4.6,"Đồng hồ điện tử hiển thị 6 thông số,Thiết bị đo công suất 100A 220V,công tơ điện tử",39 Đã bán,https://www.lazada.vn/products/pdp-i815210303.html,
Phụ kiện điện thoại & máy tính bảng,NOBAHSI,,,,-143,4.5,Bộ sạc dự phòng 66W mới Sạc nhanh 50000 mAh Công suất lớn Mini nhỏ gọn Điện thoại di động ngoài trời sạc kho báu PD 20W Kèm 4 Đầu Sạc Siêu Tiện Lợi,377 Đã bán,https://www.lazada.vn/products/pdp-i3047365410.html,
Điện,Charming House,120.000 ₫,-12%,105600,-491,4.6,"Đồng hồ vạn năng VOM Samwa YX360-TRn - Đồng hồ đo điện kèm pin chuyên đo dòng điện xoay chiều, một chiều và điện trở",1.6K Đã bán,https://www.lazada.vn/products/pdp-i702958917.html,
Trang trí nhà cửa,shopbonbon56,240.000 ₫,-46%,129600,-193,4.9,[ SALE SẬP SÀN ] Đồng Hồ Để Bàn Điện Tử Led Trang Trí Cao Cấp,2.1K Đã bán,https://www.lazada.vn/products/pdp-i1299808407.html,
Điện,BUM BI,,,,-1,5,"Đồng Hồ Đo Điện Tử XL830L Có Màn Hình LCD Cầm Tay Nhỏ Gọn, Thiết Bị Đo Dòng Điện Độ Chính Xác Cao Kèm Pin Và Dây Đo",,https://www.lazada.vn/products/pdp-i3052023345.html,
Nhà thông minh,PK Happy Shop,196.000 ₫,-12%,172480,-438,4.9,"New 2022 , Loa Bluetooth XM 520 Thiết Kế Vỏ Gỗ Sang Trọng Dạng Thanh Để Bàn , Bass Chuẩn , Ấm , Công Suất 20W Siêu Trầm - Bảo Hành 1 Năm - Happy Shop",1.1K Đã bán,https://www.lazada.vn/products/pdp-i2011975962.html,
Vệ sinh nhà cửa,d3odSmYq.Selection,64.000 ₫,-47%,33920,-1406,4.9,"Máy Hút Bụi Ô Tô Không Dây 120W – Nhỏ Gọn, Mạnh Mẽ, Dùng Nguồn Sạc 12V – Trọng Lượng 310g, 17x12cm",3.9K Đã bán,https://www.lazada.vn/products/pdp-i2507825435.html,
Phụ kiện Máy tính,PTlG8cPR.Selection,71.500 ₫,-33%,47905,-1285,4.9,Bàn Phím Bluetooth 10.1 Inch Dùng Cho Máy Tính Bảng Ipad Bàn Phím Sạc Phổ Thông Bộ Chuột Không Dây,3.8K Đã bán,https://www.lazada.vn/products/pdp-i2482946072.html,
Thiết bị nhà bếp,ZODAN Corporation,280.000 ₫,-38%,173600,-1582,4.9,"Nồi nấu đa năng, nồi lẩu điện đa năng, nồi hấp cao cấp 28cm, 3.8L, bảo hành 1 năm",6.0K Đã bán,https://www.lazada.vn/products/pdp-i2075101237.html,
Phụ kiện điện thoại & máy tính bảng,Shen Zhen 3C,400.000 ₫,-70%,120000,-24,4.7,"[năng lượng mặt trời]pin sạc dự phòng  100000mAh dung lượng  khủng,lớn với ngân hàng điện bốn dây đèn LED sạc nhanh 120W",68 Đã bán,https://www.lazada.vn/products/pdp-i3189241362.html,
Phụ kiện điện thoại & máy tính bảng,Siêu thị nhập khẩu Sakurato,500.000 ₫,-48%,260000,-572,4.9,"Sạc Pin Dự Phòng 50000mah Bảo hành 12 tháng Trong Suốt Có đồng hồ Hiển Thị Hiệu Điện Thế(V), Cường độ dòng điện(A) tích hợp 10 đèn Led",2.1K Đã bán,https://www.lazada.vn/products/pdp-i2894406649.html,
Phụ kiện điện thoại & máy tính bảng,GUTEK,390.000 ₫,-41%,230100,-1472,4.9,Sạc dự phòng 50000mAh sạc nhanh 120W pin dung lượng lớn có dây cắm nhiều điện thoại - Gutek GT230,4.2K Đã bán,https://www.lazada.vn/products/pdp-i2730386858.html,
Phụ kiện điện thoại & máy tính bảng,SeasTina MALL,104.000 ₫,-50%,52000,-38,3.7,"SeasTina mini pin sạc dự phòng với bốn được xây dựng trong cáp, 20000mAh dung tích lớn đồ sạc di động",86 Đã bán,https://www.lazada.vn/products/pdp-i3138859648.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,62.100 ₫,-42%,36018,-1174,4.8,"AME216 Sạc nhanh thời trang và nhẹ hỗ trợ nhiều loại cổng sạc, phối màu đen trắng, sạc dự phòng di động",3.8K Đã bán,https://www.lazada.vn/products/pdp-i2533033956.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,64.700 ₫,-28%,46584,-669,4.7,"Pin Sạc Dự Phòng Aimier Mini – Sạc Nhanh PD, Màn Hình LCD Hiển Thị, Nhỏ Gọn Dễ Mang Theo – Tương Thích Nhiều Cổng Sạc",2.3K Đã bán,https://www.lazada.vn/products/pdp-i2651287533.html,
Phụ kiện điện thoại & máy tính bảng,THANH CONG PLUS,269.000 ₫,-45%,147950,-21,4.3,"Pin dự phòng pin 20000mAh trong suốt dung lượng lớn sạc nhanh 22,5W cho nhiều thiết bị điện thoại",103 Đã bán,https://www.lazada.vn/products/pdp-i2671719022.html,
Dụng cụ cầm tay & phụ kiện,Hưng phát 97,400.000 ₫,-40%,240000,-1207,4.8,Thân Máy siết bulong HITACHI Không Chổi Than đầu 2 trong 1 -  LOẠI 1,4.0K Đã bán,https://www.lazada.vn/products/pdp-i983366898.html,
Điện,Landnn,,,,-22,4.6,Máy đo dòng điện điện áp công suất 100A DC (WATT METTER),66 Đã bán,https://www.lazada.vn/products/pdp-i2796233477.html,
Điện thoại bàn,PTlG8cPR.Selection,12.000 ₫,-33%,8040,-1657,4.8,Giá xoay điện thoại di động đa năng kẹp xe ô tô giá đỡ xoay 360 độ,4.0K Đã bán,https://www.lazada.vn/products/pdp-i2429538969.html,
Phụ kiện điện thoại & máy tính bảng,MH GIA DỤNG,178.000 ₫,-54%,81880,-7,5,"[KÈM CÁP SẠC - SALE XÃ KHO] SẠC DỰ PHÒNG LCD MÀN HÌNH GƯƠNG CAO CẤP - PIN DỰ PHÒNG 30000MAH - PIN SẠC DỰ PHÒNG MẶT GƯƠNG, 2 CỔNG SẠC, SẠC MỌI DÒNG ĐIỆN THOẠI - SẠC DỰ PHÒNG GƯƠNG ĐEN GIÁ SỐC",12 Đã bán,https://www.lazada.vn/products/pdp-i3185657871.html,
Phụ kiện điện thoại & máy tính bảng,vneIcRnO.Selection,78.700 ₫,-36%,50368,-395,4.5,"Pin Sạc Dự Phòng Hình Thỏi Son – Nhỏ Gọn, Dán Được, Nhiều Màu Thời Trang – Phù Hợp Nhiều Loại Cổng Sạc",1.6K Đã bán,https://www.lazada.vn/products/pdp-i2657941529.html,
Phụ kiện điện thoại & máy tính bảng,MỘC ÂN SHOP TPHCM,1.070.000 ₫,-93%,74900,-628,4,[BẢO HÀNH TOÀN QUỐC - TẶNG CÁP SẠC NHANH 39K ] - PIN DỰ PHÒNG LCD MẶT GƯƠNG DUNG LƯỢNG 30000MAH - SẠC DỰ PHÒNG CÓ ĐÈN LED HIỂN THỊ DUNG LƯỢNG PIN - HỖ TRỢ SẠC NHANH,1.7K Đã bán,https://www.lazada.vn/products/pdp-i2587994059.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,161.000 ₫,-50%,80500,-55,4.2,"[HÀNG TỐT] PIN SẠC DỰ PHÒNG 30000MAH MẶT KÍNH CƯỜNG LỰC CAO CẤP - PIN BỀN, SẠC NHANH, DÙNG CẢ NGÀY KHÔNG HẾT PIN, TUỔI THỌ PIN HƠN 999 LẦN SẠC",168 Đã bán,https://www.lazada.vn/products/pdp-i935348361.html,
Đồ gia dụng chăm sóc cá nhân,LALA TRADING,65.000 ₫,-42%,37700,-1514,4.9,"Massage mắt mini cầm tay 208 (Tặng 1 SP Ngẫu Nhiên) - Electric Mini Vibrations Pouch Eye Massage Pen (Bút Massage mini cầm tay, máy mát xa mắt mini)",6.4K Đã bán,https://www.lazada.vn/products/pdp-i498490174.html,
Phụ kiện điện thoại & máy tính bảng,Breaking Bad,84.500 ₫,-35%,54925,-1496,4.6,[READY STOCK] 5000mAh Super Fast Charge Powerbank 120W Portable Charger Power Bank Fast Charging Display/LED Light,3.7K Đã bán,https://www.lazada.vn/products/pdp-i2522170104.html,
Phụ kiện điện thoại & máy tính bảng,Mu1NqZN9,658.000 ₫,-63%,243460,-1,5,Sạc dự phòng 80000mAh 50000mah sạc nhanh 120W pin PD20W dung lượng lớn có dây cắm nhiều điện thoại,10 Đã bán,https://www.lazada.vn/products/pdp-i3199906575.html,
Điện,Global Village-Hà Nội,81.667 ₫,-40%,49000,-34,5,"Ổ Cắm Điện Power Strip 2 USB, 5 plugs, 9 universal socket wire long 2/4 meters",131 Đã bán,https://www.lazada.vn/products/pdp-i2928816407.html,
Phụ kiện điện thoại & máy tính bảng,Shen Zhen 3C,300.000 ₫,-73%,81000,-22,4.8,12000mAh Mini Power Bank Sạc di động Type-C và phích cắm cho điện thoại/đồng hồ/tai nghe,89 Đã bán,https://www.lazada.vn/products/pdp-i3189989000.html,
Phụ kiện điện thoại & máy tính bảng,Lacepulse Store,64.000 ₫,-14%,55040,-1,5,Lacepulse 丨 20000mAh gạo đen điện siêu mỏng xách tay điện nguồn trung tính Quà Tặng đóng gói phổ sạc nhanh đầu ra USB kép cho Android /IP,9 Đã bán,https://www.lazada.vn/products/pdp-i3112997882.html,
Điện,TOP GOAT MALL,340.000 ₫,-53%,159800,-39,4.9,"LazMall Điện Tử Nhật Bản Cục Giảm Điện Nhật Bản Bộ Tiết Kiệm Điện Nhật Bản Tiện Lợi, An Toàn Và Dễ Sử Dụng Giúp Cắt Giảm Đến 43% Lượng Tiêu Thụ Điện Hàng Tháng",64 Đã bán,https://www.lazada.vn/products/pdp-i3168357070.html,
Phụ kiện điện thoại & máy tính bảng,NOBAHSI,,,,-131,4.8,"[SẠC MỌI DÒNG ĐIỆN THOẠI] PIN DỰ PHÒNG 20000MAH CAO CẤP - SẠC DỰ PHÒNG MINI 4IN1 THIẾT KẾ HIỆN ĐẠI SANG TRỌNG - PIN SẠC DỰ PHÒNG TÍCH HỢP 2 ĐÈN LED , HIỂN THỊ PHẦN TRĂM PIN",389 Đã bán,https://www.lazada.vn/products/pdp-i3047690496.html,
Trường học & văn phòng,SEHENA3,81.626 ₫,-44%,45710,,,SEHVN 12 chữ số điện kép chức năng Tiêu chuẩn điện tử máy tính cầm tay cho văn phòng hàng ngày và cơ bản,,https://www.lazada.vn/products/pdp-i3065513061.html,
Điện,Lâm Khải Phong_shop,15.281 ₫,-14%,13141,-4,4.5,Chia Ổ Điện Kiêm Đèn Ngủ Có 2 Usb Sạc Điện Thoại và Phích Cắm Chia Ổ Điện 1 Ra 5 Lỗ,6 Đã bán,https://www.lazada.vn/products/pdp-i3036804707.html,
Phụ kiện điện thoại & máy tính bảng,MỘC ÂN SHOP TPHCM,178.000 ₫,-54%,81880,-19,4.8,"[KÈM CÁP SẠC - SALE XÃ KHO] SẠC DỰ PHÒNG LCD MÀN HÌNH GƯƠNG CAO CẤP - PIN DỰ PHÒNG 30000MAH - PIN SẠC DỰ PHÒNG MẶT GƯƠNG, 2 CỔNG SẠC, SẠC MỌI DÒNG ĐIỆN THOẠI - SẠC DỰ PHÒNG GƯƠNG ĐEN GIÁ SỐC",30 Đã bán,https://www.lazada.vn/products/pdp-i3178797515.html,
Smartphones,LeNgan _Store,,,,-139,4.7,"[SALE- RẺ HỦY DIỆT ] Điện thoại giá rẻ Samsung Galaxy A71 2sim ram 8G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp -CMSS",191 Đã bán,https://www.lazada.vn/products/pdp-i2890491278.html,
Điện,BUM STORE.,,,,,,"Đồng Hồ Đo Điện Kỹ Thuật Số XL830L Độ Chính Xác Cao, Dụng Cụ Đo Điện Tử Kiểm Tra Điện Kèm Pin Và Dây Đo Chuyên Dụng",,https://www.lazada.vn/products/pdp-i3052001413.html,
Điện,Lâm Khải Phong_shop,52.500 ₫,-6%,49350,-2,5,Ổ Điện Xanh Lá Có 3 Usb Sạc Điện Thoại và Chia Ổ Điện Kiêm Đèn Ngủ Có 2 Usb Sạc Điện Thoại,,https://www.lazada.vn/products/pdp-i3140848523.html,
Phụ kiện điện thoại & máy tính bảng,Bull Socket,947.000 ₫,-56%,416680,-41,4.8,"Bull | Ổ cắm điện BULL sạc nhanh GaN 67W Type-C USB, Hộp sạc đa năng để bàn 30W 20W",123 Đã bán,https://www.lazada.vn/products/pdp-i3193554080.html,
Phụ kiện điện thoại & máy tính bảng,ESSAGER,1.131.856 ₫,-69%,350875,-133,4.9,Essager 22.5W sạc dự phòng S 20000mAh Màn hình hiển thị kỹ thuật số được xây dựng trong Loại C Cáp Lightning di động USB-A Type-C pd20w sạc nhanh 10000mAh sạc dự phòng S 4 đầu ra 2 lnputs cho iphone16 15-5 Huawei Samsung máy tính bảng Máy Tính Xách Tay Ta,378 Đã bán,https://www.lazada.vn/products/pdp-i3090593990.html,
Điện,cosmetics.beauty,183.387 ₫,-37%,115533,-193,4.7,"1.8M Ổ cắm điện đa năng thông minh  2-5cổng USB 5v sạc nhanh, ổ chịu tải 2500W, iết kiệm 30 kilowatt H dây nối ổ điện lập phương đa năng tự ngắt",673 Đã bán,https://www.lazada.vn/products/pdp-i1652183628.html,
Dụng cụ cầm tay & phụ kiện,XSafe,475.000 ₫,-30%,332500,-417,4.9,Đồng hồ đo điện vạn năng TOTAL màn hình LCD có đèn nền ban đêm đo dòng điện điện áp điện trở thông mạch TMT46001 TMT460012,1.4K Đã bán,https://www.lazada.vn/products/pdp-i1471373735.html,
Phụ kiện Máy tính,GlobalLifestyle,352.000 ₫,-42%,204160,,,Chuột Kchibo Không Dây 2.4G Dạ Quang Di Động 3600DPI Văn Phòng Trò Chơi Quang Điện Tử Hướng Tay Phải Giao Diện USB,47 Đã bán,https://www.lazada.vn/products/pdp-i3199030805.html,
Smartphones,BDF Tablet PC,1.860.000 ₫,-50%,930000,-1,5,BDF M3PRO 8GB/256GB Global Phiên bản 5G Điện thoại thông minh 48MP Camera 67W Sạc điện thoại di động 144Hz,20 Đã bán,https://www.lazada.vn/products/pdp-i2220789765.html,
Dụng cụ đo lường,Esc Viet Nam,240.000 ₫,-21%,189600,-1,5,"Đồng hồ điện tử hiển thị 6 thông số,Thiết bị đo công suất 100A 220V,công tơ điện tử",17 Đã bán,https://www.lazada.vn/products/pdp-i815192595.html,
Máy tính bảng,Đèn Led Thúy Nga,,,,-35,4.8,"Nguồn adapter sony 19,5v - 4,7A",119 Đã bán,https://www.lazada.vn/products/pdp-i1849768047.html,
Phụ kiện điện thoại & máy tính bảng,CHANG TAN,60.000 ₫,-70%,18000,-17,4.6,"SẠC GIÁ RẺ MẶT GƯƠNG LCD 30000MAH, HỖ TRỢ SẠC NHANH KÈM CÁP SẠC NGẮN",30 Đã bán,https://www.lazada.vn/products/pdp-i3162831752.html,
Điện thoại bàn,MYSON MOBILE,1.499.000 ₫,-27%,1094270,-69,4.4,"điện thoại A92 2sim ram 8G/256G máy Chính Hãng, Cấu hình Cao khủng, Chiến mọi game nặng siêu mượt,- BNLN",127 Đã bán,https://www.lazada.vn/products/pdp-i2859791308.html,
Phụ kiện điện thoại & máy tính bảng,GUTEK,550.000 ₫,-28%,396000,-21,5,"Pin Sạc dự phòng 50000mAh sạc nhanh 22,5W/120W có dây cắm nhiều điện thoại - Gutek GT240",95 Đã bán,https://www.lazada.vn/products/pdp-i3182935643.html,
"Thiết bị sưởi, làm lạnh và thông gió",goojodoqstore.vn,900.000 ₫,-52%,432000,-135,4.9,"Quạt di động mini GOOJODOQ GFS007 5 cấp độ gió,4000mAh,Đèn LED Hiển Thị,cường độ gió tăng cường 10x, Sử Dụng Lên Đến 12H",456 Đã bán,https://www.lazada.vn/products/pdp-i3028067195.html,
Điện,homelifestorevn,218.100 ₫,-41%,128679,-30,5,Đồng hồ đo công suất điện 220V có nút độ chính xác cao màn hình hiển thị LCD P U I Kwh bộ công tơ điện tử A,128 Đã bán,https://www.lazada.vn/products/pdp-i2406997860.html,
Phụ kiện điện thoại & máy tính bảng,BEN BEN TPHCM,178.000 ₫,-53%,83660,-24,5,"[KÈM CÁP SẠC - SALE XÃ KHO] SẠC DỰ PHÒNG LCD MÀN HÌNH GƯƠNG CAO CẤP - PIN DỰ PHÒNG 30000MAH - PIN SẠC DỰ PHÒNG MẶT GƯƠNG, 2 CỔNG SẠC, SẠC MỌI DÒNG ĐIỆN THOẠI - SẠC DỰ PHÒNG GƯƠNG ĐEN GIÁ SỐC",29 Đã bán,https://www.lazada.vn/products/pdp-i3178901353.html,
